id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,Finance_1.id,Finance_1.member_id,Finance_1.loan_amnt,Finance_1.funded_amnt,Finance_1.funded_amnt_inv,Finance_1.term,Finance_1.int_rate,Finance_1.installment,Finance_1.grade,Finance_1.sub_grade,Finance_1.emp_title,Finance_1.emp_length,Finance_1.home_ownership,Finance_1.annual_inc,Finance_1.verification_status,Finance_1.issue_d,Finance_1.loan_status,Finance_1.pymnt_plan,Finance_1.desc,Finance_1.purpose,Finance_1.title,Finance_1.zip_code,Finance_1.addr_state,Finance_1.dti
875113,0,01/08/00,0,41,NA,11,0,14365,0.816,30,f,0,0,6816.3,6816.3,3162.87,3653.43,0,0,0,01/08/13,27.74,,01/05/16,875113,1089608,12000,12000,12000, 60 months,0.1879,309.91,E,E3,City of Jacksonville,6 years,RENT,30000,Not Verified,01/09/11,Charged Off,n,,debt_consolidation,"One debt, less mess!",362xx,AL,18
874554,0,01/07/98,2,60,NA,15,0,12972,0.364,25,f,0,0,42820.69994,42392.41,29100,13720.7,0,0,0,01/03/15,4693.73,,01/04/15,874554,1089046,29100,29100,28913.26075, 60 months,0.1929,759.53,E,E4,Integrity Automotive,6 years,MORTGAGE,45000,Verified,01/09/11,Fully Paid,n,,house,home improvement,857xx,AZ,16.96
874316,0,01/08/98,0,73,NA,10,0,1988,0.177,24,f,0,0,7837.580002,7837.58,7000,837.58,0,0,0,01/09/14,234.6,,01/09/14,874316,1088723,7000,7000,7000, 36 months,0.0749,217.72,A,A4,Snodgrass,6 years,MORTGAGE,73000,Not Verified,01/09/11,Fully Paid,n,,home_improvement,Home Improvement,150xx,PA,19.2
874227,0,01/09/93,1,NA,NA,10,0,89584,0.82,18,f,0,0,28582.44,28546.71,20000,8582.44,0,0,0,01/03/16,3236.78,,01/03/16,874227,1088625,20000,20000,19975, 60 months,0.1523,478.22,C,C5,Hill's Pet Nutrition,6 years,MORTGAGE,140000,Verified,01/09/11,Fully Paid,n,"  Borrower added on 09/06/11 > With an excellent credit score and stable secure job, I am a good investment choice. I will be using the money to consolidate some unexpected debts I have incurred over the past few years. I am curbing my spending to ensure future financial success.<br/>null Borrower added on 09/09/11 > I currently have around $6,000 left on an auto loan that was originally for $27,000. I pay that monthly at $512 per month. My plan is to take my Lending Club loan and pay off the vehicle and replace that monthly payment (which I'm used to and have been paying without incident for 49 months already) with the Lending Club monthly payment of $488. That will save me $25 a month on my regular budget. Then I plan to take the remaining $13,000 and pay down my large Visa balance which is currently at 19.99%. The Lending Club loan repayment will not be difficult to work into my budget because I will be replacing my auto loan with it.<br/>null Borrower added on 09/13/11 > I'm disappointed that my loan has not been fully funded yet. I feel like I have proven with my excellent credit score that I don't mess around with things like money. I don't feel it is acceptable to miss a payment on an obligation; I don't feel it is acceptable to not take care of my finances. Having said that, things happen, and over the past few years, I was not able to meet some unexpected personal needs with cash. These needs are resolved and I would like some money to get my use of credit back on track. For starters, I would prefer to pay personal investors 15% interest than a credit card company 20% interest! Out of college, I worked for a fortune 500 company for 8 years and then relocated and have been working for a different fortune 500 company since the spring of 2005. I have been promoted twice since working for my current company; once in 2006 and again just a few months ago. The industry I'm working in and the job I have is not going anywhere in the foreseeable future. I feel very secure in my profession and my current role. There is absolutely no doubt that the loan I'm applying for through Lending Club has been thoroughly researched, fits into my budget, and will be repaid within the boundaries of the lending agreement.<br/>",debt_consolidation,Debt Consolidation Loan,660xx,KS,19.01
874038,0,01/07/99,2,NA,NA,4,0,4849,0.882,16,f,0,0,7346.921452,7346.92,6500,846.92,0,0,0,01/03/13,3740.67,,01/03/13,874038,1088431,6500,6500,6500, 36 months,0.1099,212.78,B,B3,5 Keys  Charter School,6 years,MORTGAGE,55000,Verified,01/09/11,Fully Paid,n,  Borrower added on 09/05/11 > My little bakery business has grown out of its galoshes! I need additional in order to purchase a fully equipped kitchen and storefront so that I can keep up with demand.<br/>,small_business,Equipment Upgrade,945xx,CA,7.27
873946,0,01/09/02,1,47,NA,11,0,6713,0.339,26,f,0,0,11950.47386,11950.47,10200,1750.47,0,0,0,01/09/14,344.1,,01/09/14,873946,1088334,10200,10200,10200, 36 months,0.1059,331.96,B,B2,squeaky clean car wash,6 years,MORTGAGE,38000,Verified,01/09/11,Fully Paid,n,,major_purchase,Arctic spa loan,666xx,KS,24.13
873510,1,01/10/91,3,20,NA,5,0,3533,0.11,14,f,0,0,8130.133356,8130.13,7000,1130.13,0,0,0,01/09/14,242.21,,01/05/16,873510,1087865,7000,7000,7000, 36 months,0.0999,225.84,B,B1,Kohls Department Stores,6 years,OWN,28000,Not Verified,01/09/11,Fully Paid,n,,debt_consolidation,Pay It Off,922xx,CA,5.23
872714,0,01/07/05,0,NA,NA,6,0,7786,0.875,9,f,0,0,16230.29998,16230.3,10800,5430.3,0,0,0,01/03/15,4939.43,,01/05/16,872714,1086920,10800,10800,10800, 60 months,0.1942,282.66,E,E3,snowy mountain motors,6 years,OWN,65000,Source Verified,01/09/11,Fully Paid,n,,debt_consolidation,consolidation,594xx,MT,17.3
872587,0,01/09/00,0,NA,NA,23,0,11693,0.195,39,f,0,0,6573.769858,6573.77,6075,498.77,0,0,0,01/07/13,561.95,,01/01/16,872587,1086790,6075,6075,6075, 36 months,0.0849,191.75,A,A5,Elysian Fields ISD,6 years,MORTGAGE,28800,Source Verified,01/09/11,Fully Paid,n,,debt_consolidation,Debt Consolidatiion,756xx,TX,28.75
872031,1,01/02/84,0,23,NA,7,0,9667,0.213,12,f,0,0,24545.25084,24483.42,19850,4695.25,0,0,0,01/07/14,2790.31,,01/07/14,872031,1086148,25000,19850,19800, 60 months,0.1149,436.46,B,B4,Specialized Elevator Corp.,6 years,RENT,117000,Verified,01/09/11,Fully Paid,n,"  Borrower added on 09/10/11 > The funds are to be used to pay off a buissness partner, I take pride in paying any loan off on or before it's due. My monthy budget is approx. 2500.00 I have a very stable job and have in the Elevator business for 30 yrs.<br/>null Borrower added on 09/13/11 > The loan will help to pay off a business partner, the proceeds will secure my percentage of ownership of the Co.<br/>",small_business,Business Loan,905xx,CA,9.74
257223,0,01/11/03,1,0,0,6,0,2352,0.273,10,f,0,0,4372.208137,2705.31,4000,372.21,0,0,0,01/03/09,2825.89,,01/03/09,257223,255230,4000,4000,2475, 36 months,0.1008,129.22,B,B3,glenwood foreign car,6 years,RENT,32400,Not Verified,01/02/08,Fully Paid,n,"Need to make several expensive repairs in the house. Bathroom remodel, kitchen, heating and cooling ect.",home_improvement,Home Improvement,189xx,PA,16.26
871592,0,01/02/98,4,NA,NA,6,0,5080,0.168,20,f,0,0,10237.50321,10237.5,10000,237.5,0,0,0,01/02/12,9022.03,,01/02/12,871592,1085720,10000,10000,10000, 36 months,0.0599,304.18,A,A2,The Doctors Company,6 years,MORTGAGE,105000,Not Verified,01/09/11,Fully Paid,n,,credit_card,Pay Off Credit Cards,945xx,CA,2.91
871467,0,01/10/94,3,NA,NA,15,0,26991,0.775,41,f,0,0,6169.76,6169.76,2757.08,2853.51,14.96225672,544.2,5.01,01/04/13,297.53,,01/09/13,871467,1085532,12000,12000,12000, 60 months,0.1689,297.53,D,D4,Heritage Bank,6 years,MORTGAGE,105000,Source Verified,01/09/11,Charged Off,n,,debt_consolidation,Credit Card Paydown,985xx,WA,19.8
871431,0,01/10/00,2,45,NA,9,0,42086,0.357,24,f,0,0,11786.0573,11786.06,10500,1286.06,0,0,0,01/04/13,5703.96,,01/04/13,871431,1085509,10500,10500,10500, 36 months,0.0999,338.76,B,B1,Bepex International LLC,6 years,MORTGAGE,63400,Source Verified,01/09/11,Fully Paid,n,  Borrower added on 09/11/11 > The reason for the loan is for two motorcycles that we are buying.  It will also be used to pay off the remaining balance on our credit cards.  The monthly budget that we have setup will cover more than cover this loan.  I feel that we are good borrowers sice we have always tried to be honest and responsible with our finances.<br/>,other,Motorcycle and CC consolidation,540xx,WI,10.15
871278,0,01/04/05,1,NA,NA,6,0,8885,0.639,8,f,1463,1463,20312.4,19994.04,14537.29,5775.11,0,0,0,01/05/16,363.97,42522,01/04/16,871278,1085327,16000,16000,15820.87104, 60 months,0.1299,363.97,C,C1,Abt Associates Inc.,6 years,RENT,105000,Not Verified,01/09/11,Current,n,,debt_consolidation,AmEx,021xx,MA,9.57
871158,0,01/07/07,2,NA,NA,3,0,43,0.009,8,f,0,0,3203.77,3203.77,1271.63,1419.52,0,512.62,4.8,01/08/12,245.8,,01/06/14,871158,1085275,10000,10000,10000, 60 months,0.1649,245.8,D,D3,"J. Hendricks Homes, Inc.",6 years,OWN,72280,Source Verified,01/09/11,Charged Off,n,,home_improvement,Kitchen Remodeling,333xx,FL,2.36
870773,0,01/06/00,0,35,NA,4,0,415,0.018,18,f,0,0,35151.40677,34732.72,28000,7151.41,0,0,0,01/03/13,22869.6,,01/03/13,870773,1084712,28000,28000,27811.32146, 60 months,0.1879,723.11,E,E3,MetroPCS Inc,6 years,RENT,92000,Verified,01/09/11,Fully Paid,n,  Borrower added on 09/10/11 > This loan will help with the purchase of 40 acres. I will be investing some of my own savings on top of this loan to reach the final purchase price. I wasn't planning on taking out a loan as I've been saving to purchase land outright however this perfect location (i've only dreamed of owning) was just offered to me so I've decided to go after it. I want to thank everyone in advance as this has been a goal of mine for a long time and with your help I will be able to reach it sooner than later. If anyone has any questions at all please don't hesitate to ask. I would rather you ask the question and hopefully receive your investment than you not ask a question and don't invest because you have a concern. Also my debt to income rating is at 0.33% and my Credit to Debt Ratio is currently at 99/1. That means I am currently only utilizing 1% of my available credit. Again thank you all and God Bless.<br/>,major_purchase,40 Acre Land Purchase,328xx,FL,0.33
870756,0,01/09/89,1,NA,NA,12,0,8739,0.575,38,f,0,0,4478.61932,4478.62,4000,478.62,0,0,0,01/09/14,137.69,,01/09/14,870756,1084832,4000,4000,4000, 36 months,0.0749,124.41,A,A4,Raymond James Financial,6 years,RENT,57000,Verified,01/09/11,Fully Paid,n,  Borrower added on 09/01/11 > Loan is for an in-pool cleaning system and upgraded pool finish with lifetime warranty.  Thank you!<br/>null,home_improvement,Pool Cleaning System,346xx,FL,26.21
870710,0,01/03/99,0,NA,NA,2,0,1088,0.837,4,f,0,0,303.84,303.84,207.83,81.07,14.93382961,0,0,01/01/12,87.54,,01/05/16,870710,1084730,2200,2200,2200, 36 months,0.1149,72.54,B,B4,,6 years,MORTGAGE,18000,Not Verified,01/09/11,Charged Off,n,  Borrower added on 09/01/11 > Thank You<br/>null,small_business,Immediate Loan Relief,857xx,AZ,3.2
870661,0,01/01/87,1,NA,NA,9,0,2171,0.142,35,f,0,0,5858.047647,5858.05,5000,858.05,0,0,0,01/09/14,172.08,,01/05/16,870661,1084698,5000,5000,5000, 36 months,0.1059,162.73,B,B2,Bear Canyon Health Circle,6 years,RENT,72000,Verified,01/09/11,Fully Paid,n,"  Borrower added on 09/03/11 > Employed as a licensed professional at same company for 7 years next month. Have good credit score of 715. Plan to use funds to purchase a 1999 Honda Valkyrie Interstate. The vehicle has a Kelley Blue Book value of $6,665 with 50,000 miles listed as average for a vehicle of this age. The added value of this particular Honda is that it has only 17,988 miles and is in excellent condition.  Also, am nationally safety trained and have 25 years riding experience.<br/>",car,Car Loan,871xx,NM,22.72
870271,0,01/11/97,0,NA,NA,7,0,6560,0.862,19,f,0,0,3984.08,3869.78,2256.13,1340.58,0,387.37,3.53,01/04/13,190.21,,01/09/13,870271,1084187,12200,8750,8500, 60 months,0.1099,190.21,B,B3,Graphic Productions ,6 years,RENT,64000,Source Verified,01/09/11,Charged Off,n,,debt_consolidation,Debt Consolidation Loan,070xx,NJ,8.04
870130,0,01/08/98,1,73,NA,12,0,11304,0.837,32,f,0,0,7029.69413,7029.69,6000,1029.69,0,0,0,01/09/14,203.87,,01/09/14,870130,1084121,6000,6000,6000, 36 months,0.1059,195.27,B,B2,Euro-American Tours,6 years,MORTGAGE,32760,Not Verified,01/09/11,Fully Paid,n,,home_improvement,Home Improvement,740xx,OK,18.83
870106,0,01/11/99,2,NA,NA,19,0,28405,0.414,59,f,0,0,21365.31998,21365.32,18000,3365.32,0,0,0,01/09/14,612.51,,01/05/16,870106,1084069,18000,18000,18000, 36 months,0.1149,593.49,B,B4,First Solar,6 years,MORTGAGE,90000,Source Verified,01/09/11,Fully Paid,n,,home_improvement,Building Loan,434xx,OH,19.03
870090,0,01/02/05,2,40,NA,6,0,3214,0.747,12,f,0,0,8988.712364,8988.71,8000,988.71,0,0,0,01/08/12,6219.47,,01/05/16,870090,1084052,8000,8000,8000, 36 months,0.1523,278.23,C,C5,Best Buy,6 years,MORTGAGE,52500,Verified,01/09/11,Fully Paid,n,"  Borrower added on 09/01/11 > I plan on using the funds to pay off the little remaining debt that I have as well as use the additional money to have more financial security because you never know what may come up in today's economy.  I am always on time with payments and am a very responsible borrower, and I have a very stable job that I have been at for years with a solid income.  Thank ou very much for approving my loan.<br/>",debt_consolidation,Family Loan,773xx,TX,2.67
869932,0,01/03/98,2,NA,NA,3,0,11673,0.834,29,f,0,0,14455.58807,14455.59,13000,1455.59,0,0,0,01/05/12,11999.68,,01/06/12,869932,1083914,19000,13000,13000, 60 months,0.1749,326.52,D,D5,Johnson Matthey,6 years,RENT,55000,Source Verified,01/09/11,Fully Paid,n,  Borrower added on 09/01/11 > I have 7k left on an existing lending club loan I want to roll into my remaining single credit card and have one reasonable payment.  Credit card limit will be lowered immediately and seldom used to retain longest active account.<br/> Borrower added on 09/08/11 > Single Credit Card balance of around 11k at 10.99% and the lending club balance of around 7k at 11% as well.  That will all be condensed into this new loan<br/>null,debt_consolidation,Lending club/credit card refi,193xx,PA,18.44
869672,0,01/11/01,1,NA,NA,10,0,15843,0.516,26,f,0,0,13259.1,13259.1,10000,3259.1,0,0,0,01/03/15,3961.5,,01/03/15,869672,1083510,10000,10000,10000, 60 months,0.1299,227.48,C,C1,Principal Financial Group,6 years,MORTGAGE,82404,Not Verified,01/09/11,Fully Paid,n,,major_purchase,Personal Loan,071xx,NJ,12.67
869300,0,01/09/98,1,52,NA,11,0,4960,0.564,29,f,0,0,9139.51,9139.51,6600.84,2079.52,0,459.15,4.419899998,01/12/13,334.52,,01/04/14,869300,1083150,9750,9750,9750, 36 months,0.1427,334.52,C,C2,Internal Medicine Assoc,6 years,MORTGAGE,82248,Source Verified,01/09/11,Charged Off,n,"  Borrower added on 09/09/11 > Almost 100% cash pay sale for investment property located in Ponte Vedra Beach, FL. I work full time in a secure professional position. This property location is a bike ride to the beach! Recent and pending sales have been excellent in this area. Zillow is estimating market on this property at 4.5 times the sale price. Private sale NEVER listed on market. Also, this area is an excellent rental location with very nice duplexes close to beach, shopping and upscale business district. Tenant on hold to rent until sale.<br/>",house,"Ponte Vedra Beach, FL Property",320xx,FL,15.68
869297,0,01/12/97,0,NA,NA,10,0,25431,0.877,47,f,2198,2173,30961.57,30614.7,20177.46,10784.11,0,0,0,01/05/16,554.76,42522,01/05/16,869297,1083147,35000,22375,22125, 60 months,0.1689,554.76,D,D4,"The Ginn Group, Inc",6 years,MORTGAGE,114000,Verified,01/09/11,Current,n,,credit_card,Credit Card Relief,310xx,GA,17.93
869157,0,01/07/02,0,NA,NA,10,0,7892,0.17,14,f,0,0,15319.38468,15319.38,14800,519.38,0,0,0,01/03/12,12979.74,,01/03/12,869157,1083055,14800,14800,14800, 36 months,0.0749,460.31,A,A4,"Isabelle Ponge Wilson, M.D.",6 years,RENT,28800,Source Verified,01/09/11,Fully Paid,n,,moving,Moving Loan,112xx,NY,12.71
869076,0,01/11/91,2,38,NA,7,0,3893,0.487,20,f,0,0,6527.460176,6527.46,6000,527.46,0,0,0,01/03/13,3368.1,,01/04/16,869076,1064045,6000,6000,6000, 36 months,0.0749,186.61,A,A4,Executive Jet Management,6 years,MORTGAGE,97000,Not Verified,01/09/11,Fully Paid,n, this will be to purchase a $12000.00 boat I will be pay rest with my cashnull,car,boat,891xx,NV,8.78
868570,0,01/09/93,1,NA,104,11,1,4728,0.675,34,f,0,0,17130.91801,17130.92,14125,3005.92,0,0,0,01/09/14,488.46,,01/09/14,868570,1082333,14125,14125,14125, 36 months,0.1299,475.86,C,C1,B&F Enterprizes,6 years,MORTGAGE,44400,Verified,01/09/11,Fully Paid,n,,debt_consolidation,debt consolidation,633xx,MO,22.24
868543,0,01/10/98,1,NA,NA,14,0,7956,0.568,37,f,0,0,11704.26,11684.87,5812.65,4597.77,0,1293.84,12.9384,01/06/14,79.29,,01/09/14,868543,1082275,15000,15000,14975, 60 months,0.1527,358.98,C,C4,Pennsylvania College of Technology,6 years,MORTGAGE,32976,Not Verified,01/11/11,Charged Off,n,,debt_consolidation,Credit Card Consolidation,177xx,PA,17.9
868413,0,01/01/99,0,53,NA,12,0,23273,0.659,21,f,0,0,24629.39241,24597.24,19150,5479.39,0,0,0,01/05/14,10989.72,,01/04/16,868413,1082114,30000,19150,19125, 60 months,0.1349,440.54,C,C2,British Embassy,6 years,RENT,46000,Verified,01/09/11,Fully Paid,n,"  Borrower added on 09/08/11 > Debt Consolidation Loan - I plan to use this loan to pay off all my credit cards to, basically,  create a 5 year plan to pay off this debt. I pay more than the minimun balance every month on my credit cards ($695/month total) but as there are 5 different accounts, it's difficult to make any significant progress. I have recently paid off my car and now I want to turn my attention to my credit cards. I have been employed in the same government position for 6 years and I feel that paying off these debts will enable me to prepare for the future. The loan payments would actually be slightly less than what I am currently paying and would enable me to make steady progress.<br/>",debt_consolidation,Debt Consolidation,200xx,DC,20.03
868274,0,01/05/06,0,NA,NA,5,0,1102,0.394,10,f,0,0,2928.99303,2928.99,2500,428.99,0,0,0,01/09/14,87.75,,01/09/14,868274,1081991,2500,2500,2500, 36 months,0.1059,81.37,B,B2,WorldStrides ,6 years,RENT,33000,Source Verified,01/09/11,Fully Paid,n,  Borrower added on 08/30/11 > This loan will allow me to consolidate a few credit card balances with higher interest rates as well as a line of credit. <br/>I have been employed at the same company for 6 years and was recently promoted last year. I also have no rent or mortage to pay and so my budget is very flexible.<br/>null,debt_consolidation,Debt Consolidation,245xx,VA,22.55
868255,1,01/10/01,1,9,NA,8,0,3859,0.528,26,f,0,0,19219.43756,19219.44,14400,4819.44,0,0,0,01/09/13,10487.15,,01/05/16,868255,1081945,14400,14400,14400, 60 months,0.1929,375.85,E,E4,Citigroup,6 years,OWN,150000,Source Verified,01/09/11,Fully Paid,n,  Borrower added on 09/07/11 > I plan to pay this loan off earlier then a year as I will be submittign extra payments towards principle<br/>null,moving,Moving Loan,112xx,NY,4.88
868075,0,01/09/03,0,NA,NA,15,0,12093,0.63,20,f,0,0,6164.36,6164.36,3751.61,2385.49,14.99063236,12.27,0,01/07/13,560.44,,01/05/16,868075,1081729,12600,12600,12600, 60 months,0.1199,280.22,B,B5,Brundage Bone Concrete pumping,6 years,RENT,54000,Not Verified,01/09/11,Charged Off,n,  Borrower added on 08/30/11 > Loan is to pay off outstanding Medical and Credit Cards to free myself from multiple monthly payments.<br/>null Borrower added on 09/01/11 > I forgot when answering the investor question to add my medical bills<br/><br/>Two medical Bills totaling $2064 with no APR and a Monthly payment of $50.00 payment arrangement.<br/>null,debt_consolidation,Debt Consolidation,930xx,CA,16.18
867968,0,01/03/02,2,NA,NA,20,0,18748,0.356,39,f,0,0,24575.95057,24575.95,21000,3575.95,0,0,0,01/02/14,5347.31,,01/05/16,867968,1081617,21000,21000,21000, 36 months,0.1099,687.42,B,B3,Javed Corporation,6 years,MORTGAGE,127000,Source Verified,01/09/11,Fully Paid,n,,credit_card,Credit card refinance,757xx,TX,12.4
867836,0,01/11/00,0,NA,NA,7,0,14153,0.388,15,f,0,0,19971.11259,19916.4,18250,1721.11,0,0,0,01/05/13,9209.79,,01/04/16,867836,1081457,18250,18250,18200, 36 months,0.0749,567.61,A,A4,SC Department of Health and Environmenat,6 years,MORTGAGE,37000,Verified,01/09/11,Fully Paid,n,"  Borrower added on 08/30/11 > My goal on the funds is to refinance on my credit card. It is important that I maintained excellent credit scores in which I have and keep cost low on my loan. I am goal oriented person. Financial independence is one of my goals and it is my motivation to work on my budget to keep me and my family a good, healthy and independent living.<br/>I have a stabled job and I have been with the job for the last 6 and half years. I have the confidence and I can handle the funds.<br/> Borrower added on 09/01/11 > Currently 3 years debt plan I have with four credit card accounts at monthly payment of 676.47.<br/>1. Chase: balance: 4,571.87, monthly payment: 155.00, total interest paid: 1,008.13, interest rate: 13.24%.<br/>2. Discover: balance: 2,918.98, monthly payment: 105.00, total interest paid: 861.02, interest rate: 17.99%.<br/>3. Citibank: balance: 7,802.29, monthly payment: 274.00, total interest paid: 1,683.79, interest rate: 15.99%.<br/>4. American Express: balance: 3,445.13, monthly payment: 142.47, total interest paid: 1,683.79, interest rate: 27.67%.<br/><br/>My three year Debt Goal with Lending Club: Transfers all four credit card balances listed above to new loan:<br/>Balance would be: 18,250.00, monthly payment: 567.61, total interest paid: 2,183.96, interest rate: 7.49%<br/><br/>Wtih new Debt Goal, my monthly payment will be reduced by 108.86 and pay less on interest by 3,430.69.<br/><br/>Thank you for your consideration.<br/>",credit_card,Credit Card,290xx,SC,14.92
867707,0,01/01/98,3,NA,NA,8,0,12565,0.714,28,f,0,0,12421.69999,12421.7,9200,3221.7,0,0,0,01/02/15,3869.9,,01/11/15,867707,1081380,9200,9200,9200, 60 months,0.1399,214.03,C,C3,New York State Unified Court System,6 years,RENT,46572,Source Verified,01/09/11,Fully Paid,n,,debt_consolidation,Debt Consolidation,112xx,NY,14.94
867657,0,01/04/93,0,NA,NA,15,0,27133,0.817,35,f,0,0,28955.35401,28955.35,26575,2380.35,0,0,0,01/03/12,25556.89,,01/06/14,867657,1081319,35000,26575,26575, 60 months,0.1839,680.49,E,E2,Zurich NA,6 years,MORTGAGE,125000,Verified,01/09/11,Fully Paid,n,  Borrower added on 09/06/11 > I plan to use these funds to consolidate credit cards and to pay off medical bills. I am always on time with my payments and wil most likely pay this loan off in less time than requested. My job is highly secure.<br/>,debt_consolidation,Consolidation,301xx,GA,8.72
866943,0,01/07/00,2,NA,NA,8,0,13205,0.791,21,f,0,0,12563.55999,12563.56,8600,3948.56,15,0,0,01/05/16,0.72,,01/05/16,866943,1080450,8600,8600,8600, 60 months,0.1599,209.09,D,D2,Lillie C. Evans Elementary,6 years,MORTGAGE,42100,Source Verified,01/09/11,Fully Paid,n,,small_business,Small Business Loan,331xx,FL,20.52
866923,0,01/09/02,0,34,NA,3,0,12165,0.943,19,f,0,0,23776.74003,23654.6,14600,9176.74,0,0,0,01/05/16,689.49,,01/05/16,866923,1080423,14600,14600,14525, 60 months,0.2136,397.95,F,F4,concord toyota,6 years,RENT,61200,Not Verified,01/09/11,Fully Paid,n,  Borrower added on 08/28/11 > paying off two cards and 1 debt<br/>null Borrower added on 08/31/11 > Try to to get 1 monthly payment<br/>,debt_consolidation,pay off debt,941xx,CA,8.33
866531,0,01/11/93,1,NA,NA,7,0,21088,0.597,11,f,0,0,19116.16302,19083.6,14675,4441.16,0,0,0,01/10/14,7149.47,,01/05/16,866531,1079911,14675,14675,14650, 60 months,0.1299,333.83,C,C1,Charles Schwab,6 years,RENT,38004,Verified,01/09/11,Fully Paid,n,  Borrower added on 08/31/11 > I have worked for the same company for almost 6 yrs. I am requesting this loan in order to consolidate my credit card debt and pay it off within a resonable time frame. I have never missed or been late for any payments and have also made more than the minimum payments when able. I plan to pay off the loan before my 5 yr term.<br/>,debt_consolidation,Debt Consolidation,327xx,FL,29.18
866160,0,01/02/01,0,NA,NA,7,0,5409,0.751,13,f,0,0,5460.023968,5460.02,4600,860.02,0,0,0,01/09/14,162.9,,01/05/16,866160,1079614,4600,4600,4600, 36 months,0.1149,151.67,B,B4,The Ritz-Carlton,6 years,RENT,50000,Verified,01/08/11,Fully Paid,n,,credit_card,Refinance,212xx,MD,21.79
865936,0,01/04/00,1,38,NA,6,0,3968,0.763,18,f,0,0,4675.174645,4675.17,4000,675.17,0,0,0,01/05/14,647.5,,01/05/14,865936,1079335,4000,4000,4000, 36 months,0.1059,130.18,B,B2,Stardust Video & Coffee,6 years,RENT,28550,Not Verified,01/08/11,Fully Paid,n,"  Borrower added on 08/26/11 > I am requesting this loan in order to pay down existing credit obligations in a shorter period of time. I pay all of my debts on time each month, but am seeing slow progress in my overall debt reduction. This loan will help to pay down my debt in the short term and allow me to work towards my long term goal of buying a home.<br/>null",debt_consolidation,2-Card Consolidation,328xx,FL,17.86
865626,0,01/01/01,0,NA,NA,10,0,8656,0.312,35,f,0,0,9913.96,9913.96,4760.77,2838.17,0,2315.02,416.7036,01/10/13,57.84,,01/01/14,865626,1078896,20000,14400,14400, 60 months,0.1149,316.63,B,B4,Comcast Cable ,6 years,RENT,85000,Verified,01/09/11,Charged Off,n,"I have applied for this loan in order to consolidate debt. I have been with the same employer for 6+ years, same address 7+ years, and I have not missed/been late on any bill for 8+ years. If you have any questions please feel free to ask.",debt_consolidation,Debt Consolidation ,031xx,NH,20.94
865553,0,01/11/97,1,NA,NA,13,0,3193,0.09,38,f,0,0,2574.539949,2574.54,2400,174.54,0,0,0,01/04/13,1261.09,,01/05/16,865553,1078871,2400,2400,2400, 36 months,0.0599,73.01,A,A2,UPMC,6 years,MORTGAGE,55000,Verified,01/09/11,Fully Paid,n,,wedding,50th anniversary,152xx,PA,18.74
865537,0,01/10/02,0,NA,NA,4,0,3417,0.07,11,f,0,0,16049.15817,16049.16,15000,1049.16,0,0,0,01/03/13,8294.83,,01/03/13,865537,1078853,15000,15000,15000, 36 months,0.0599,456.27,A,A2,enrich IT Inc,6 years,RENT,87000,Verified,01/08/11,Fully Paid,n,  Borrower added on 08/26/11 > $5000 towards debt consolidation. Going to use the rest for expenses towards hosting my parents for four months. Always makes payment on time and never ever missed a payment. Live within my means.<br/>,debt_consolidation,Personal,402xx,KY,4.15
263677,0,01/12/98,0,62,0,5,0,2308,0.462,25,f,0,0,1104.124048,883.3,1000,104.12,0,0,0,01/06/09,654.25,,01/10/11,263677,263557,1000,1000,800, 36 months,0.1008,32.31,B,B3,Guardian Industries,6 years,OWN,38000,Not Verified,01/02/08,Fully Paid,n,"I am helping out a team mate in our racing team  by helping pay for a ready to run used race truck chevy s10,        i am a good candidate cause i can repay the loan, good credit after a mishap in 2002.  i have an auto payment lifestyle now.       I do have the money to give but would rather keep it as a cushion rather then spend it,  plus i think its better to get loans from p2p lending then from a bank.",major_purchase,Ready to Run Race Truck,481xx,MI,20.53
864649,0,01/02/80,1,NA,NA,10,0,7720,0.263,22,f,0,0,9489.36,9489.36,8404.57,1084.79,0,0,0,01/09/13,395.43,,01/04/16,864649,1077881,13000,13000,13000, 36 months,0.0599,395.43,A,A2,Tuozzoli Bros,6 years,RENT,42000,Verified,01/09/11,Charged Off,n,"  Borrower added on 08/25/11 > Moving to Virginia Beach and joining the airforce, need to pay off my credit cards before I do so.<br/>",debt_consolidation,Get out of debt,068xx,CT,6.6
